,num_dol,num_des,num_tfsi,num_ps,num_li,atoms_dol,atoms_des,atoms_tfsi,atoms_ps,atoms_li,count,%
672,4,1,1,1,1,:::1O,1S,2O,,1L,1,0.03000300030003
673,4,1,1,1,2,1O:1O:1O:1O,1O,2O,,1L:1L,1,0.03000300030003
674,4,1,1,1,2,:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
675,4,1,1,1,2,:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
676,4,1,1,1,2,:1O:1O:1O,1O,2O,,1L:1L,1,0.03000300030003
677,4,1,1,1,2,::1O:1O,1O,,,1L:1L,1,0.03000300030003
678,4,1,1,1,2,::1O:1O,1O,2O,,1L:1L,1,0.03000300030003
679,4,1,1,2,1,:::1O,1O,,1S:1S:1S:1S:2S:2S:3S:3S,1L,1,0.03000300030003
680,4,1,1,2,2,:1O:1O:1O,1O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
681,4,1,2,1,2,:1O:1O:1O,1O,1O:1O,,1L:1L,1,0.03000300030003
682,4,1,2,1,2,::1O:1O,1O,1O:1O,,1L:1L,1,0.03000300030003
683,4,2,0,1,0,:::,:1S,,,,1,0.03000300030003
684,4,2,0,1,0,:::1O,1O:1S,,,,1,0.03000300030003
685,4,2,0,1,1,:1O:1O:1O,1O:1S,,,1L,1,0.03000300030003
686,4,2,0,1,1,:1O:1O:1O,:2O,,,1L,1,0.03000300030003
687,4,1,0,2,2,::1O:1O,1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
688,4,1,0,2,2,::1O:1O,1O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
689,4,1,0,2,2,::1O:1O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
690,4,1,0,1,2,:1O:1O:1O,2O,,,1L:1L,1,0.03000300030003
691,4,0,1,1,1,:1O:1O:1O,,1O,,1L,1,0.03000300030003
692,4,0,1,1,2,::1O:1O,,1O,,1L:1L,1,0.03000300030003
693,4,0,2,1,2,1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
694,4,0,2,1,2,:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
695,4,0,2,1,2,:1O:1O:1O,,:2O,,1L:1L,1,0.03000300030003
696,4,1,0,1,1,::1O:1O,2O,,,1L,1,0.03000300030003
697,4,1,0,1,1,::1O:2O,,,,1L,1,0.03000300030003
698,4,1,0,1,1,:::1O,1S,,,1L,1,0.03000300030003
699,4,1,0,1,1,:::2O,,,,1L,1,0.03000300030003
700,4,1,0,1,2,:1O:1O:1O,2O1S,,,1L:1L,1,0.03000300030003
701,4,1,0,2,2,:1O:1O:1O,1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
702,4,1,0,1,2,:1O:1O:2O,1O,,,1L:1L,1,0.03000300030003
703,4,1,0,1,2,::1O:1O,2O,,,1L:1L,1,0.03000300030003
704,4,1,0,1,2,:::1O,1O,,,1L:1L,1,0.03000300030003
705,4,1,0,2,1,:::1O,1O,,1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
706,4,1,0,2,1,:::1O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
707,4,1,0,2,2,1O:1O:1O:1O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
708,4,1,0,2,2,1O:1O:1O:1O,1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
709,4,1,0,2,2,:1O:1O:1O,1O,,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
710,4,1,0,2,2,:1O:1O:1O,1O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
711,3,1,1,1,2,1O:1O:1O,1O,,,1L:1L,1,0.03000300030003
712,0,1,1,1,1,,,1O,,1L,1,0.03000300030003
713,3,1,1,1,2,1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
714,2,1,1,1,1,:1O,,,,1L,1,0.03000300030003
715,1,3,1,2,1,,:1O1S:1S,1O,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
716,1,3,2,1,1,1O,::1S,:1O,,1L,1,0.03000300030003
717,1,3,2,1,2,,:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
718,1,4,0,1,0,,::1O:1S,,,,1,0.03000300030003
719,1,4,0,1,0,,:::1S,,,,1,0.03000300030003
720,1,4,0,1,1,,1O:1O:1S:1S,,,1L,1,0.03000300030003
721,1,4,0,1,1,,:1O:1O:2O,,,1L,1,0.03000300030003
722,1,4,0,1,1,1O,:1O:1O:1O1S,,,1L,1,0.03000300030003
723,1,4,0,1,1,1O,:1O:1O:2O,,,1L,1,0.03000300030003
724,1,4,0,1,1,1O,:1O:1S:2O,,,1L,1,0.03000300030003
725,1,4,0,1,1,1O,::1O:1S,,,1L,1,0.03000300030003
726,1,4,0,1,1,1O,:::1S,,,1L,1,0.03000300030003
727,1,4,0,1,2,,1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
728,1,4,0,1,2,1O,1O:1O:1O1S:2O,,,1L:1L,1,0.03000300030003
729,1,4,0,1,2,1O,1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
730,1,4,0,1,2,1O,1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
731,1,4,0,1,2,1O,1O:1O:2O:2O,,,1L:1L,1,0.03000300030003
732,1,4,0,1,2,1O,:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
733,1,4,0,1,2,1O,::1O:1O,,,1L:1L,1,0.03000300030003
734,1,4,0,2,1,1O,:::,,::1S:1S:1S:1S:1S:2S,1L,1,0.03000300030003
735,1,4,0,2,2,1O,1O:1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
736,1,4,0,2,2,1O,1O:1O:1O:1S,,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
737,1,4,1,1,1,,:1O:1O:1O,,,1L,1,0.03000300030003
738,1,4,1,1,1,,:1O:1O:1O,1O,,1L,1,0.03000300030003
739,1,4,1,1,1,,:1O:1O:1O1S,1O,,1L,1,0.03000300030003
740,1,3,1,1,2,1O,:1O:1O1S,1O,,1L:1L,1,0.03000300030003
741,1,3,1,1,2,1O,1O:1O:2O,,,1L:1L,1,0.03000300030003
742,1,3,1,1,2,,1O:1O:1O1S,1O,,1L:1L,1,0.03000300030003
743,1,3,0,2,1,1O,::,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
744,1,3,0,1,2,,1O:1O:1O1S,,,1L:1L,1,0.03000300030003
745,1,3,0,1,2,,1O:1O:1S,,,1L:1L,1,0.03000300030003
746,1,3,0,1,2,,1O:1O:2O1S,,,1L:1L,1,0.03000300030003
747,1,3,0,1,2,,:1O:1O,,,1L:1L,1,0.03000300030003
748,1,3,0,1,2,1O,1O:1O:1O1S,,,1L:1L,1,0.03000300030003
749,1,3,0,1,2,1O,1O:1S:2O1S,,,1L:1L,1,0.03000300030003
750,1,3,0,1,2,1O,1O:2O:2O,,,1L:1L,1,0.03000300030003
751,1,3,0,1,2,1O,:1O:1O1S,,,1L:1L,1,0.03000300030003
752,1,3,0,1,2,2O,1O:1O:1O,,,1L:1L,1,0.03000300030003
753,1,3,0,2,1,,1O:1O:1O1S,,1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
754,1,3,0,2,1,,::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
755,1,3,0,2,1,1O,::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
756,1,3,1,1,2,,1O:1O:1O,,,1L:1L,1,0.03000300030003
757,1,3,0,2,2,,1O:1O:1O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
758,1,3,0,2,2,1O,1O:1O:1O,,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
759,1,3,0,2,2,1O,1O:1O:1O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
760,1,3,0,2,2,1O,1O:1O:2O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
761,1,3,1,1,1,,:1O:1S,1O,,1L,1,0.03000300030003
762,1,3,1,1,1,,::,2O,,1L,1,0.03000300030003
763,1,3,1,1,1,1O,:1O:1O,,,1L,1,0.03000300030003
764,1,3,1,1,1,1O,:1O:1S,,,1L,1,0.03000300030003
765,1,3,1,1,1,1O,:1O:2O,,,1L,1,0.03000300030003
766,1,3,1,1,1,1O,::,1O,,1L,1,0.03000300030003
767,1,3,1,1,1,1O,::1O,1O,,1L,1,0.03000300030003
768,1,4,1,1,1,,::1O:1O,,,1L,1,0.03000300030003
769,1,4,1,1,1,,:::2O,1O,,1L,1,0.03000300030003
770,1,4,1,1,1,1O,::1O:1O,1O,,1L,1,0.03000300030003
771,2,0,2,1,2,1O:1O,,:1O,,1L:1L,1,0.03000300030003
772,1,5,1,1,1,,:::1O:1O,1O,,1L,1,0.03000300030003
773,1,5,1,1,2,1O,::1O:1O:2O,,,1L:1L,1,0.03000300030003
774,1,6,0,1,1,,::1O:1O:1O:1S,,,1L,1,0.03000300030003
775,1,6,0,1,1,,:::1O:1O:1O,,,1L,1,0.03000300030003
776,1,6,0,1,2,,1O:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
777,1,6,0,1,2,,::1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
778,2,0,0,1,2,1O:1O,,,,1L:1L,1,0.03000300030003
779,2,0,1,1,1,:,,2O,,1L,1,0.03000300030003
780,2,0,1,1,1,:1O,,,,1L,1,0.03000300030003
781,2,0,1,1,2,1O:2O,,2O,,1L:1L,1,0.03000300030003
782,2,0,2,1,2,1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
783,2,0,2,1,2,:,,1O:2O,,1L:1L,1,0.03000300030003
784,1,5,0,1,2,1O,::1O:1O:1O,,,1L:1L,1,0.03000300030003
785,2,1,0,1,0,:,1O1S,,,,1,0.03000300030003
786,2,1,0,1,1,:,,,,1L,1,0.03000300030003
787,2,1,0,1,1,:,2O,,,1L,1,0.03000300030003
788,2,1,0,1,1,:1O,1S,,,1L,1,0.03000300030003
789,2,1,0,1,1,:2O,,,,1L,1,0.03000300030003
790,2,1,0,1,2,1O:1O,2O1S,,,1L:1L,1,0.03000300030003
791,2,1,0,1,2,1O:2O,1O,,,1L:1L,1,0.03000300030003
792,2,1,0,2,1,:1O,1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
793,2,1,0,2,2,1O:1O,1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
794,2,1,1,1,1,1O:1O,,2O,,1L,1,0.03000300030003
795,2,1,1,1,1,:,,2O,,1L,1,0.03000300030003
796,1,5,0,1,2,1O,::1O:1O:2O,,,1L:1L,1,0.03000300030003
797,1,5,0,1,2,1O,:1O:1O:1O:3O,,,1L:1L,1,0.03000300030003
798,1,4,1,1,1,1O,::1O:1O,2O,,1L,1,0.03000300030003
799,1,4,1,1,2,1O,:::1O,1O,,1L:1L,1,0.03000300030003
800,1,4,1,1,1,1O,::1O:1S,1O,,1L,1,0.03000300030003
801,1,4,1,1,2,,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
802,1,4,1,1,2,,1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
803,1,4,1,1,2,,1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
804,1,4,1,1,2,,1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
805,1,4,1,1,2,,:1O:1O:1O1S,1O,,1L:1L,1,0.03000300030003
806,1,4,1,1,2,1O,1O:1O:1O:1O1S,1O,,1L:1L,1,0.03000300030003
807,1,4,1,1,2,1O,:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
808,1,4,1,1,2,1O,:1O:1O:1O1S,1O,,1L:1L,1,0.03000300030003
809,1,4,1,1,2,1O,:1O:1O:2O,,,1L:1L,1,0.03000300030003
810,1,4,1,1,2,1O,::1O:1O,1O,,1L:1L,1,0.03000300030003
811,1,4,2,1,2,,1O:1O:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
812,1,5,0,1,2,1O,:1O:1O:1O:1S,,,1L:1L,1,0.03000300030003
813,1,4,2,1,2,,:1O:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
814,1,4,2,1,2,1O,1O:1O:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
815,1,4,2,1,2,1O,:1O:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
816,1,4,2,1,2,1O,:1O:1O:1O,:1O,,1L:1L,1,0.03000300030003
817,1,5,0,1,1,,:1O:1O:1O:1O1S,,,1L,1,0.03000300030003
818,1,5,0,1,1,,:1O:1O:1O:1S,,,1L,1,0.03000300030003
819,1,5,0,1,1,,::1O:1O:2O,,,1L,1,0.03000300030003
820,1,5,0,1,1,1O,:::1O:1S,,,1L,1,0.03000300030003
821,1,5,0,1,2,,:1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
822,1,5,0,1,2,,::1O:1O:1O,,,1L:1L,1,0.03000300030003
823,1,5,0,1,2,1O,1O:1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
824,1,3,0,1,1,1O,::2O,,,1L,1,0.03000300030003
825,1,3,0,1,1,1O,:1O:2O,,,1L,1,0.03000300030003
826,1,3,0,1,1,1O,1O:1O:1S,,,1L,1,0.03000300030003
827,0,5,0,1,2,,1O:1O:1O:1O1S:2O,,,1L:1L,1,0.03000300030003
828,0,4,1,1,1,,::1O:1O,1O,,1L,1,0.03000300030003
829,0,4,1,1,2,,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
830,0,4,1,1,2,,1O:1O:1O:2O,1O,,1L:1L,1,0.03000300030003
831,0,4,1,1,2,,:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
832,0,4,2,1,1,,:1O:1O:1S,:1O,,1L,1,0.03000300030003
833,0,4,2,1,2,,:1O:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
834,0,4,2,1,2,,::1O:1O,1O:1O,,1L:1L,1,0.03000300030003
835,0,5,0,1,1,,1O:1O:1O:1O1S:1S,,,1L,1,0.03000300030003
836,0,5,0,1,1,,:1O:1O:1O:1S,,,1L,1,0.03000300030003
837,0,5,0,1,1,,::1O:1O:1S,,,1L,1,0.03000300030003
838,0,5,0,1,1,,:::1O:1O1S,,,1L,1,0.03000300030003
839,0,5,0,1,2,,1O:1O:2O:2O:3O1S,,,1L:1L,1,0.03000300030003
840,0,4,1,1,1,,:1O:1O:1O,1O,,1L,1,0.03000300030003
841,0,5,0,1,2,,1O:2O:2O:2O:2O1S,,,1L:1L,1,0.03000300030003
842,0,5,0,1,2,,::1O:1O:1O,,,1L:1L,1,0.03000300030003
843,0,5,0,1,3,,1O:1O:1O:1O:3O,,,1L:1L:1L,1,0.03000300030003
844,0,5,0,1,3,,1O:1O:2O1S:2O1S:3O1S,,,1L:1L:1L,1,0.03000300030003
845,0,5,1,1,1,,:::1O:1O,,,1L,1,0.03000300030003
846,0,5,1,1,2,,:1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
847,0,6,0,1,1,,::1O:1O:1O1S:1S,,,1L,1,0.03000300030003
848,0,6,0,1,2,,1O:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
849,0,6,0,1,2,,1O:1O:1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
850,0,6,0,1,2,,1O:1O:1O:1O:2O:2O,,,1L:1L,1,0.03000300030003
851,0,6,0,1,2,,:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
852,0,4,1,1,1,,::1O:1O,,,1L,1,0.03000300030003
853,0,4,1,1,1,,:1O:1O:1O,,,1L,1,0.03000300030003
854,0,7,0,1,2,,1O:1O:1O:1O:1O:1O:1S,,,1L:1L,1,0.03000300030003
855,0,3,1,1,1,,1O:1O:1O,,,1L,1,0.03000300030003
856,0,2,0,1,1,,1O:1S,,,1L,1,0.03000300030003
857,0,2,1,1,1,,1S:1S,1O,,1L,1,0.03000300030003
858,0,2,1,1,1,,:1S,2O,,1L,1,0.03000300030003
859,0,2,1,2,1,,:,1O,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
860,0,3,0,1,1,,1O:1S:2O,,,1L,1,0.03000300030003
861,0,3,0,1,1,,:1O:1S,,,1L,1,0.03000300030003
862,0,3,0,1,1,,:1O:2O1S,,,1L,1,0.03000300030003
863,0,3,0,1,2,,1O:1O:1O,,,1L:1L,1,0.03000300030003
864,0,3,0,1,2,,:1O:1O,,,1L:1L,1,0.03000300030003
865,0,3,0,1,2,,:1O:2O,,,1L:1L,1,0.03000300030003
866,0,3,1,1,1,,1O:1O1S:1S,1O,,1L,1,0.03000300030003
867,0,3,1,1,1,,:1O:1O,,,1L,1,0.03000300030003
868,0,4,1,1,1,,1O:1O:1O:1O1S,,,1L,1,0.03000300030003
869,0,3,1,1,1,,:1O:1S,1O,,1L,1,0.03000300030003
870,0,3,1,1,1,,::,2O,,1L,1,0.03000300030003
871,0,3,1,1,2,,1O:1O:1O,1O,,1L:1L,1,0.03000300030003
872,0,3,1,1,2,,:1O:1O,,,1L:1L,1,0.03000300030003
873,0,4,0,1,0,,::1O1S:1S,,,,1,0.03000300030003
874,0,4,0,1,1,,1O:1O:1O:1S,,,1L,1,0.03000300030003
875,0,4,0,1,1,,:1O1S:1S:2O,,,1L,1,0.03000300030003
876,0,4,0,1,1,,:1O:1O:1O1S,,,1L,1,0.03000300030003
877,0,4,0,1,1,,:1O:1O:1S,,,1L,1,0.03000300030003
878,0,4,0,1,2,,:1O:1O:2O,,,1L:1L,1,0.03000300030003
879,0,4,0,2,2,,1O:1O:1O:2O,,1S:1S:1S:1S:1S:1S:1S:1S,1L:1L,1,0.03000300030003
880,0,6,0,1,2,,::1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
881,1,1,0,1,1,,,,,1L,1,0.03000300030003
882,1,3,0,1,1,1O,1O:1O1S:2O,,,1L,1,0.03000300030003
883,1,2,1,1,2,1O,1O:2O,1O,,1L:1L,1,0.03000300030003
884,1,2,1,1,1,,:1S,2O,,1L,1,0.03000300030003
885,1,2,1,1,1,1O,1O:1O1S,,,1L,1,0.03000300030003
886,1,2,1,1,1,1O,1O:1S,1O,,1L,1,0.03000300030003
887,1,2,1,1,1,1O,:,2O,,1L,1,0.03000300030003
888,1,2,1,1,1,1O,:1O,2O,,1L,1,0.03000300030003
889,1,2,1,1,1,1O,:1O1S,1O,,1L,1,0.03000300030003
890,1,2,1,1,1,1O,:1S,,,1L,1,0.03000300030003
891,1,2,1,1,1,1O,:1S,1O,,1L,1,0.03000300030003
892,1,2,1,1,2,1O,1O:1O,1O,,1L:1L,1,0.03000300030003
893,1,2,1,1,2,1O,1O:1O,2O,,1L:1L,1,0.03000300030003
894,1,2,1,1,2,1O,1O:1O1S,1O,,1L:1L,1,0.03000300030003
895,1,2,1,1,2,1O,:1O,2O,,1L:1L,1,0.03000300030003
896,1,2,1,1,1,,:1O1S,2O,,1L,1,0.03000300030003
897,1,2,1,2,1,1O,:1O1S,2O,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
898,1,2,1,2,2,1O,1O:1O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
899,1,2,2,1,1,1O,:,:1O,,1L,1,0.03000300030003
900,1,3,0,1,0,,::1S,,,,1,0.03000300030003
901,1,3,0,1,1,,1O:1O1S:2O,,,1L,1,0.03000300030003
902,1,3,0,1,1,,1O:1O:1O,,,1L,1,0.03000300030003
903,1,3,0,1,1,,1O:1O:1O1S,,,1L,1,0.03000300030003
904,1,3,0,1,1,,1O:1O:2O,,,1L,1,0.03000300030003
905,1,3,0,1,1,,:1O:1O1S,,,1L,1,0.03000300030003
906,1,3,0,1,1,,::2O,,,1L,1,0.03000300030003
907,1,3,0,1,1,1O,1O1S:1S:2O,,,1L,1,0.03000300030003
908,1,2,1,1,1,,:1S,1O,,1L,1,0.03000300030003
909,1,2,1,1,1,,:1O1S,1O,,1L,1,0.03000300030003
910,1,1,0,1,1,1O,1O1S,,,1L,1,0.03000300030003
911,1,2,0,1,1,,:2O,,,1L,1,0.03000300030003
912,1,1,0,1,2,1O,,,,1L:1L,1,0.03000300030003
913,1,1,1,1,2,1O,,2O,,1L:1L,1,0.03000300030003
914,1,1,1,1,2,1O,1O,2O,,1L:1L,1,0.03000300030003
915,1,1,1,1,2,1O,1O,3O1S,,1L:1L,1,0.03000300030003
916,1,1,1,1,2,1O,2O1S,1O,,1L:1L,1,0.03000300030003
917,1,1,1,2,1,,1O,1O,::::1S:1S:1S:1S,1L,1,0.03000300030003
918,1,2,0,1,0,,:1S,,,,1,0.03000300030003
919,1,2,0,1,0,1O,1O1S:1S,,,,1,0.03000300030003
920,1,2,0,1,1,,1O:2O,,,1L,1,0.03000300030003
921,1,2,0,1,1,,1O:2O1S,,,1L,1,0.03000300030003
922,1,2,0,1,1,,:,,,1L,1,0.03000300030003
923,1,2,0,1,1,1O,1O1S:1O1S,,,1L,1,0.03000300030003
924,1,2,1,1,1,,:1O,1N1O,,1L,1,0.03000300030003
925,1,2,0,1,1,1O,1O:1O,,,1L,1,0.03000300030003
926,1,2,0,1,1,1O,1O:2O,,,1L,1,0.03000300030003
927,1,2,0,1,1,1O,:1O1S,,,1L,1,0.03000300030003
928,1,2,0,1,1,1O,:2O,,,1L,1,0.03000300030003
929,1,2,0,1,2,,1O:1O,,,1L:1L,1,0.03000300030003
930,1,2,0,1,2,1O,1O:2O,,,1L:1L,1,0.03000300030003
931,1,2,0,2,2,,1O:1O1S,,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
932,1,2,1,1,1,,1O:1O,1O,,1L,1,0.03000300030003
933,1,2,1,1,1,,1O:1O,3O1S,,1L,1,0.03000300030003
934,1,2,1,1,1,,1O:1S,2O,,1L,1,0.03000300030003
935,1,2,1,1,1,,1O:2O,1O,,1L,1,0.03000300030003
936,2,1,1,1,1,:,1O1S,1O,,1L,1,0.03000300030003
937,2,1,1,1,1,:1O,1O,1O,,1L,1,0.03000300030003
938,3,1,1,1,1,::2O,,2O,,1L,1,0.03000300030003
939,2,1,1,1,1,:1O,1S,,,1L,1,0.03000300030003
940,0,1,1,1,1,,1O1S,2O,,1L,1,0.03000300030003
941,2,4,0,1,2,:1O,1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
942,2,4,0,1,2,:1O,::1O:1O,,,1L:1L,1,0.03000300030003
943,2,4,0,1,2,:1O,::1O:2O,,,1L:1L,1,0.03000300030003
944,2,4,0,2,2,1O:1O,:1O:1O:1O,,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
945,2,4,0,2,2,:1O,1O:1O:1O:1O,,1S:1S:1S:1S:1S:1S:2S:2S,1L:1L,1,0.03000300030003
946,2,4,1,1,1,1O:1O,:::1O,1O,,1L,1,0.03000300030003
947,2,4,1,1,1,:,:1O:1O:1O,,,1L,1,0.03000300030003
948,2,4,1,1,1,:,:::1O,1O,,1L,1,0.03000300030003
949,2,4,1,1,1,:1O,:1O:1O:1S,,,1L,1,0.03000300030003
950,2,4,1,1,1,:1O,::1O:1O,,,1L,1,0.03000300030003
951,2,4,1,1,1,:1O,:::,1O,,1L,1,0.03000300030003
952,2,4,1,1,1,:1O,:::1O,,,1L,1,0.03000300030003
953,2,4,1,1,1,:1O,:::1O,1O,,1L,1,0.03000300030003
954,2,4,1,1,2,1O:1O,1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
955,2,4,1,1,2,1O:1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
956,2,4,1,1,2,1O:1O,:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
957,2,4,1,1,2,1O:1O,:1O:1O:2O,1O,,1L:1L,1,0.03000300030003
958,2,4,1,1,2,:,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
959,2,4,1,1,2,:,1O:1O:1O:2O,1O,,1L:1L,1,0.03000300030003
960,2,4,1,1,2,:,:1O:1O:2O,1O,,1L:1L,1,0.03000300030003
961,2,4,1,1,2,:1O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
962,2,4,1,1,2,:1O,1O:1O:1O:1O1S,,,1L:1L,1,0.03000300030003
963,2,4,1,1,2,:1O,:1O:1O:2O,,,1L:1L,1,0.03000300030003
964,2,5,0,1,1,:,::1O:1O:1O,,,1L,1,0.03000300030003
965,2,4,0,1,2,:1O,1O:1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
966,2,4,0,1,2,:,::1O:1O,,,1L:1L,1,0.03000300030003
967,2,4,0,1,2,:,:1O:1O:1O,,,1L:1L,1,0.03000300030003
968,2,3,1,1,2,:1O,:1O:1O,2O,,1L:1L,1,0.03000300030003
969,2,3,1,1,1,:1O,:1O:1O1S,,,1L,1,0.03000300030003
970,2,3,1,1,1,:1O,:1O:1O1S,1O,,1L,1,0.03000300030003
971,2,3,1,1,1,:1O,:1O:1S,,,1L,1,0.03000300030003
972,2,3,1,1,1,:1O,:1O:1S,1O,,1L,1,0.03000300030003
973,2,3,1,1,1,:1O,::,,,1L,1,0.03000300030003
974,2,3,1,1,1,:1O,::,2O,,1L,1,0.03000300030003
975,2,3,1,1,1,:1O,::1O,,,1L,1,0.03000300030003
976,2,3,1,1,2,1O:1O,:1O:1O,,,1L:1L,1,0.03000300030003
977,2,3,1,1,2,1O:1O,:1O:1O,2O1S,,1L:1L,1,0.03000300030003
978,2,3,1,1,2,1O:1O,::1O,1O,,1L:1L,1,0.03000300030003
979,2,3,1,1,2,:,1O:1O:1O,1O,,1L:1L,1,0.03000300030003
980,2,3,1,2,2,1O:1O,1O:1O:1S,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
981,2,4,0,1,2,:,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
982,2,3,1,2,2,1O:1O,:1O:1O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
983,2,3,1,2,2,:1O,:1O:1O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
984,2,4,0,1,1,1O:1O,::1O:1O,,,1L,1,0.03000300030003
985,2,4,0,1,1,1O:1O,:::,,,1L,1,0.03000300030003
986,2,4,0,1,1,:,:1O:1O:2O,,,1L,1,0.03000300030003
987,2,4,0,1,1,:,:1O:1S:2O,,,1L,1,0.03000300030003
988,2,4,0,1,1,:,::1O:2O,,,1L,1,0.03000300030003
989,2,4,0,1,1,:1O,1O:1O:1S:1S,,,1L,1,0.03000300030003
990,2,4,0,1,1,:1O,:1O:1O:1O,,,1L,1,0.03000300030003
991,2,4,0,1,1,:1O,:1O:1O:1S,,,1L,1,0.03000300030003
992,2,4,0,1,1,:1O,:::,,,1L,1,0.03000300030003
993,2,5,0,1,1,:,::1O:1O:1O1S,,,1L,1,0.03000300030003
994,2,5,0,1,2,1O:1O,:1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
995,2,5,0,1,2,1O:1O,::1O:1O:1O,,,1L:1L,1,0.03000300030003
996,3,1,0,2,2,1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
997,3,1,0,1,2,:1O:1O,2O,,,1L:1L,1,0.03000300030003
998,3,1,0,1,2,:1O:1O,2O1S,,,1L:1L,1,0.03000300030003
999,3,1,0,1,2,:1O:2O,1O,,,1L:1L,1,0.03000300030003
1000,3,1,0,1,2,::1O,,,,1L:1L,1,0.03000300030003
1001,3,1,0,1,3,:1O:1O,2O,,,1L:1L:1L,1,0.03000300030003
