,r ($\AA$),g_full(r),O (DOL),O (DOL),P (TEP),O (TEP-i),O (TEP-i),O (TEP-i),O (TEP),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
227,11.375,0.9924330043172972,0.9912602283283016,1.0133826222831377,1.079290158647808,1.0438042753241834,1.0624127263353522,1.068471291780849,1.2112803344247038,0.9430157115915944,1.05323832723217,1.0221498971797,0.9948297616790444,1.0202657499037928,1.3879884932516964,1.009446176910326,0.8350198154589091,0.8647094088974482,1.0428469695286815,1.3286093063746192,0.7719294294020141,0.9203773965947086,1.3246708909184877
228,11.425,0.9918006418551232,1.0087425793444684,1.0134792836300857,1.072866930177192,1.0479863696213032,1.046270468893311,1.066432302447221,1.247888804432408,0.910499823790919,1.0188259566727105,0.9674644281511712,1.0094874969415222,1.0384367221082071,1.1772118933862397,1.0227028323792955,0.8056543895362079,0.8792301328728481,1.0374179810466235,1.3353997415600152,0.8350846868708637,0.7725453050347201,1.2969977081756374
229,11.475,0.9930666081389508,1.0244919872799076,1.003101304130115,1.1145671099612098,1.054607566846166,1.0431259522071148,1.0563085467926925,1.2217288465923528,0.9396115091151582,1.1006877678206135,0.9988579490987736,1.0377384253380222,1.0136695590946785,1.203443312167198,1.0685117892878455,0.8971122872519108,0.9299334684928344,1.002869426805998,1.2654388767333866,0.922639872661518,0.8788782976736196,1.3679957650553654
230,11.525,0.9931177190109312,1.0287245576611317,1.0204492469911572,1.08552533000784,1.0096439477160302,1.060653099145525,1.0210261550598014,1.2385527842963242,0.8966033876600384,0.97919735376997,1.0039755436029505,0.9571722961406556,1.0094818080102783,1.1604869379688407,1.0158779737359638,0.8640385612914424,0.849577664868155,1.055645438900005,1.2147152995561694,0.8170406479157574,0.8568081130797988,1.3817165192200052
231,11.575,0.9927448653131692,1.0302821790418306,1.0111395771750942,1.0653012548444816,1.064883325752742,1.0335386438722645,1.0502558075418524,1.2153377987790313,0.9261758750435048,1.0335322141939307,1.0162460239917432,1.0253440188349998,0.9816736435873684,1.2795089111379716,0.856589999333264,0.8565899993332643,0.8745102922063454,1.050129162362537,1.3117654383095174,0.8386697064601837,0.7956610035647899,1.352908967865061
232,11.625,0.9930279595047083,1.0294027130148835,1.0107633223265482,1.1083641536517022,1.0627865622865849,1.0619578788072206,1.0565714361913427,1.2111209050930565,0.9173239264605322,1.0156408467989768,0.984071193479293,0.9705413420565708,1.0021109953762557,1.2223332436850805,1.1192877086069777,0.9416229929550758,0.8456840465030493,1.0375619394071025,1.286292541319764,0.824364280624821,0.856343929442163,1.3400995694886275
233,11.675,0.9935683707786076,1.0204364522856963,1.0132124207663875,1.096015411020955,1.0512381697161255,1.0430221621372573,1.0270009473584658,1.2098071159882733,0.9085893181294928,0.9846031882485928,1.0257401061954017,1.0525685309433197,1.0266343870203314,1.1590421479479354,1.144950450100544,0.9018686622330438,0.930052057927826,1.144950450100544,1.3210966731929352,0.8278872485342391,0.901868662233044,1.2942433612235444
234,11.725,0.993263030770239,0.99226313843771,1.0132510779111288,1.084651155697372,1.0374038654003783,1.0374038654003783,1.070802811989633,1.1925867757724022,0.9425301785646178,1.028537165696102,1.027650495725675,0.969130277677448,1.020557135962253,1.1491780192482293,1.0164462115539057,0.901179115398308,0.946587365398998,1.019939153861651,1.37621926925168,0.7579684807807476,0.7963908461659469,1.3408621389528703
235,11.775,0.9944882381785232,0.999709475824782,0.9972320857475696,1.1130175360512082,1.0613244139124005,1.0391125254933815,1.0516319535113745,1.192980334359677,0.9547632675418848,1.067295218044059,1.0593828152743745,0.985533722757323,0.9899295020738146,1.2225594717198809,1.025149018779277,0.9558821931860824,0.9039320739911868,1.1844627176436238,1.2502662019571584,0.8623719786352696,0.8000318356013946,1.307340652637266
236,11.825,0.9938806809158628,1.0284479497580228,1.0223886226654992,1.072790812564429,1.0763948130545675,1.033947696170719,1.057173477107164,1.1700988257981568,0.9100932930019404,1.0269060336746032,1.0565450872781144,1.0338799286401352,0.987677874493485,1.3221342538821286,0.9066063455191742,0.9100404604643224,1.0199321387090712,1.057707403105703,1.2568860699243096,0.8035828971647225,0.8619628512322447,1.2916827652358638
237,11.875,0.9947879043746928,1.0037290281343343,1.014284340677407,1.0657612141886368,1.072908644090051,1.0173175226346078,1.036774415144013,1.164633994491532,0.8868860903054674,1.043344552630311,1.0165477994144538,1.0009883943213758,0.9949375145629562,1.242918807519476,0.8989878498223056,0.8649352797532792,0.8955825928154035,1.0828717281950504,1.341671260719654,0.8853668217946951,0.8853668217946953,1.3117883931080607
238,11.925,0.994675238883058,1.009339326884138,1.007084899542661,1.091887101564286,1.0828306993515278,1.0599928155106593,0.9993542963469736,1.1978076317917628,0.9051798289225343,1.0388995763769986,1.0354708649038074,1.032042153430616,1.023470374747638,1.235894635563996,1.087317138392368,0.996144583309778,1.0197819124052645,1.151475603080116,1.289922816353679,0.844190324838795,0.8070459505458886,1.2826179857877271
239,11.975,0.9946566796570824,1.025360572212232,1.0189730277661189,1.1042642385137575,1.0253882214770602,1.035540580105546,1.0386643827604642,1.165178390284671,0.923137750343654,0.9970907745424548,1.0208917478478166,1.0098412959560417,0.9800900793243404,1.285870765588348,1.0112837791866691,0.9175223691958524,0.9074765038396936,1.0949993238213276,1.2925680091591203,0.9409627216935564,0.8003206067073316,1.2651639818950406
240,12.025,0.995390629488476,1.0125755930271652,1.030629020866561,1.0842576957911263,1.0633470116580117,1.0250107574139684,1.0377895088286493,1.2050749818935664,0.9500391037179056,1.0090477437003842,1.0444529276898709,0.9997749574174236,0.9820723654226804,1.2519538725286907,1.0958747425317454,0.9397956125348,0.9563997753004324,1.1324039006161368,1.251953872528691,0.7770748174316008,0.919870617216041,1.2658471515774858
241,12.075,0.9954366055073508,1.0235249659241383,1.013944634035021,1.084897805134328,1.013083330953755,1.0537910008101228,1.0403497890650948,1.102563397713506,0.9137631155516542,1.0266249825228104,0.9965284846638358,1.002380581469747,1.0475253282582098,1.2514873688832997,0.9649626291652804,0.964962629165281,0.9287353632239214,1.0670576513636545,1.1691526735620297,0.9616692413524296,0.8167601775869955,1.2542766667247964
242,12.125,0.9965121749163146,1.013076033909065,1.0397113355385934,1.0908227362623115,1.0653041876137173,1.048164863894512,1.0519736024987798,1.1315762393279774,0.9294582007951868,1.0015927801610938,1.038074636392127,1.057973830699963,1.003251046353413,1.28364878432747,1.0354113603862805,0.9668194406130568,0.9602868768251304,1.0256125147043913,1.2607848110697293,0.9112926484156856,0.8557658562183139,1.1922595501106683
243,12.175,0.9969667585832028,1.0094067366948902,1.0350512910706708,1.1019024704966918,1.0456174282944268,1.008219984146614,1.0391956449559132,1.1513879773993545,0.9284184294743988,1.0641040281132603,1.0657487020361558,0.9728246253925718,1.0024287560046865,1.1597443086598098,0.9588947356516864,0.8455119121793585,0.9718527726199518,1.0463614851874816,1.2472110581956048,1.0301639389771493,0.8617094583896915,1.2512108604230534
244,12.225,0.9976604607282438,1.008368263644002,1.0276745090807355,1.1000260959323869,1.045324525766812,1.0842900278025631,1.065181945073493,1.144611622300218,1.0056644463648896,1.0089269425412557,0.9583582518075796,1.041551904304918,1.0260550474671783,1.175981576299282,1.034606741990079,0.9350017450904132,0.8900188432647573,1.018541419909487,1.2595212511183569,0.9221494874259396,0.8643143279358111,1.191227239090047
245,12.275,0.9974103852194538,0.9937870980336152,1.0258545514187034,1.0713868660354215,1.0620963104853405,1.05986657715332,1.0706436215914152,1.1646640437582416,0.9586566943069688,0.9772635330994246,1.058162832197059,1.0088142597475018,1.0039603018016436,1.2014771662954753,1.0708125407832354,0.8732221314720431,0.889156841900365,1.077186424954564,1.223785760895126,0.8955307260716937,0.889156841900365,1.2405659865706635
246,12.325,0.9977143178794736,1.035788573951832,1.0308138944378729,1.0988358051963585,1.050916095476289,1.018109524975626,1.0579197453584537,1.1224270469047006,0.9316357150742678,1.0239165998576794,1.075272918345839,1.067248493582064,1.0094726352828851,1.1348481931071996,0.9515022454742816,0.9831136157558192,0.9925970268402806,1.1063979598538158,1.2644548112615035,0.9609856565587428,0.8819572308548989,1.1432348831818924
247,12.375,0.9986491193156528,1.035809286822705,1.0314728541219886,1.0753486550970148,1.0855865885695464,1.0468286975663896,1.0303748759141067,1.1539613585468136,1.0291907632789594,1.044314216103631,0.9965559440257208,1.0562537841231083,1.0228229936685722,1.2354437857730045,1.088068511835616,0.9187437290139346,0.903065508382298,1.0065417645511028,1.2699358711626063,0.8936585760033157,0.9908635439194656,1.160412301321597
248,12.425,0.998826201184576,1.0277862406382114,1.0205180163935486,1.0565556616063605,1.0250004461721849,1.044949145584595,1.0453118492102746,1.1559364550427296,1.00039519021162,0.9980264565331396,1.096723693136496,1.0327678838175207,1.051717753245365,1.2348519711755683,0.9766839268240008,0.9953466770180908,0.8367133003683329,1.069997677794447,1.3779330559969198,0.8771492591221925,0.9238061346074152,1.0913900139012769
249,12.475,0.9997975476020724,1.025596917787002,1.0217711617091745,1.1002745533447822,1.0686119762701125,1.058897321940384,1.0549394998060506,1.0999147513325702,0.9446131320306568,1.0550529758252856,1.0346881819340774,1.0119736041323455,0.9861259811165812,1.1108069395204467,1.049095442880423,0.9472714734243812,1.0398387183844189,1.0614377422084271,1.221887633472492,0.9071590006083649,0.9318435992643752,1.1408440659462544
250,12.525,0.9998620370115532,1.0098343299480992,1.0515823233515618,1.1375520972098472,1.06402347090761,1.0090554687205018,1.0622387955119248,1.1468324092674118,0.9557348592063332,1.046646223862545,1.0085722335364395,0.9953628899539128,0.9736063240532808,1.1509317545702291,1.0040042965399876,0.9519674884876096,0.9978823191220608,0.95196748848761,1.258066359383947,0.9550284771965732,0.8631988159276718,1.131753723271213
251,12.575,1.0001230333197029,1.0138393347618788,1.044974237914829,1.0509755551007576,1.030437623094071,1.0339786458538445,1.057349396068349,1.1395011240950936,0.9581707962944186,1.0344852844948589,1.036797844743357,0.954316529213588,1.0051928546805482,1.2571918441835648,0.9626324024304104,0.9292287543965476,0.965669097706216,1.0415864796013592,1.0841002134626392,0.8776049347078507,0.9079718874659076,1.110500870350254
252,12.625,1.000457301444218,1.0413110148151,1.0092728861859934,1.1273315295979431,1.019832792278849,1.052152674087204,1.051450067960935,1.1498149256385368,0.917711694156966,0.9957171881603082,1.0339551754168483,0.9758334347869072,0.9987762271408314,1.1327714043028403,1.0423907071510183,0.982136909049804,0.9369465604738928,0.9550226999042576,1.1749490629736914,0.8284897238917062,0.9881622888599256,1.1402723873317675
253,12.675,1.000962032876194,1.0118736713792793,1.0251296583405798,1.0874351642891618,1.0365487751910147,1.0435195134236377,1.041428291953851,1.1247286138336936,0.9802895555474156,1.0053279110683635,1.0546458840641706,1.0265725763588651,1.0265725763588651,1.0820064378473917,1.0461388211231686,0.9833704918557788,0.9923373960368344,1.004293268278242,1.2045541283218195,0.8548448652606464,0.9235911306487408,1.073924024214806
254,12.725,1.000977614223874,0.9878156184265284,1.0039374481331311,1.090317813927372,1.0872055842016035,1.0356808920750005,1.052971057218156,1.1228233243965031,0.9748594111521935,1.0034653243751923,0.9869040061934564,0.9869040061934562,1.0290600888378756,1.159520390051855,1.0646235806358462,0.9637957206313372,1.0705546312243466,1.1328306624036024,1.1002098841668495,0.9578646700428364,0.8718644365095788,1.0445306337441915
255,12.775,1.0011986753228008,1.0262618925648437,1.030892278462387,1.0838583598712077,1.0416568472836305,1.0265603712360412,1.0320499988897098,1.064644663083368,0.9971196036991788,1.030730376857577,1.0225144100855246,1.0426808739805642,1.029236564717204,1.0710180376131009,1.0916145383364295,1.0474791796435816,1.0268826789202532,1.1622311122449855,1.2034241136916437,0.9798049629812152,0.932727247042178,1.12554171882821
256,12.825,1.0015357744746405,1.0082514185406342,1.0010118336519145,1.0468274452777984,1.066232051580509,1.0631681663748178,1.0257206805274823,1.139084433138054,1.0427186966558075,1.0575405686765018,0.9686093365523396,0.995288706189588,0.987136676578206,1.004294116311253,1.0218108741538907,0.9254687060193808,1.039327631996529,0.9575827620642172,1.138589259771478,0.9108714078171825,0.8787573517723463,1.0607469328279175
257,12.875,1.0013765743084893,1.0109344648091667,1.0218478048911457,1.0964750958994682,1.071478436288698,1.0653981677347268,1.0556021795088844,1.0816122172119833,0.9941914671137764,1.0339002979008642,0.9721310055653932,1.0383123902105404,0.9941914671137754,1.1036915762539297,0.9153977377854112,1.0428581822871774,1.0312708691506525,1.0863106065491426,1.1152788893904533,0.8632548286710517,0.9530565054791148,1.0574014426524063
258,12.925,1.0026259365065993,0.9992899094628668,1.0084740554071758,1.0762766994359878,1.0296860855395067,1.0380656923554206,1.0655508027116185,1.093371097340453,0.9894330327364144,1.0572923779019647,1.0499956741207228,1.0368616073144872,0.989433032736415,1.1354113308084144,1.0031862138028778,1.0779221495016589,0.928450278104096,1.1095411992203743,1.1325368717430764,0.9830650003455133,0.9543204096921352,1.033749339783304
259,12.975,1.0030016843982172,0.99432354952311,1.004661249901189,1.092277922856368,1.056023874868748,1.0526978154203417,1.0836301682905138,1.089284469352803,1.0267136156064918,0.9984753708895288,0.9839942197526248,0.9991994284463735,0.9861663924231596,1.0667781337519269,1.0211405665325932,0.9755029993132596,0.989764739069301,1.0525163939958846,1.0838922214591769,0.8956372566794253,0.9098989964354668,1.00562728634898
260,13.025,1.002697493951478,0.998717474876994,1.0039816972746427,1.0825877891897366,1.0192167966518009,1.049582063909562,1.0528826364375794,1.0568433234712007,0.9944168024566664,1.0116610244645856,1.0346533204751442,0.9778910896990776,0.9994463672089756,1.0359597009302883,0.9765193902211734,1.030298718957992,0.9538754623319868,1.109552466570145,1.1095524665701448,1.0019938090965084,0.9821803721934702,1.0131713602356875
261,13.075,1.00294095862814,1.0105164187525169,1.0181515507605885,1.067117970178545,1.0743238005480742,1.0428801771173994,1.0681005834107535,1.061222290785293,0.9975212386059849,1.016059874920321,1.0460069028127097,1.0203380217620908,1.0103556791312942,1.0561404930591216,1.0533316087690705,0.935358468586935,1.056140493059122,1.0729937987994274,1.1769225175313085,0.9100785099764772,0.8426652870152567,1.0574589489503716
262,13.125,1.0024888385331527,1.0097443355685911,0.9928620908849136,1.101909244554808,1.033324332873078,1.0603032317810577,1.0466512588396706,1.1032094324539876,1.0203624596627945,1.0154092438391882,0.9955963805447654,0.967292290124161,1.0154092438391888,1.0676217136681054,0.9951460881971635,1.0062961844234626,0.975633419801141,1.109434574516726,1.0982844782904275,0.8780700778210269,0.9449706551788192,1.0390922582727549
263,13.175,1.0035186835986851,1.011725246858075,1.0100102347040585,1.0445286418746562,1.0458189799127964,1.0877549661523591,1.0696902336183942,1.054206177160709,1.0301885197161695,1.003503336519704,1.0456378363035967,0.992267469910666,0.9452172784853198,1.020804017491576,0.9959063585283668,1.00420557818277,0.9931399519768992,1.1148618402414774,1.0152712043886405,0.8769508768152562,0.9571766668078194,1.0479881961554864
264,13.225,1.0034791618651064,0.9890328591762976,0.995579277359884,1.0725022355611993,1.0516924906921012,1.0456096421919034,1.051052190849975,1.0734626853243885,0.9701429177222428,1.025898257821222,1.0398370928459673,0.9959297625180206,1.0147471898014262,1.0680104351535569,1.0652649070426228,0.9636803669380424,1.05153726648795,0.999372232380192,1.0378096259332767,0.9472071982724342,0.952698254494304,1.0733614134105838
265,13.275,1.0033528314328075,0.9869242587802004,0.9800372297195888,1.0987545684502578,1.0485512076014611,1.0580834913069288,1.0209075848556044,1.0580834913069286,1.018184773561273,0.99328351551222,0.9870582009999572,1.016109668723852,1.0133428622739575,0.994583076117473,0.9864084206973291,0.9373604881764674,1.0381812383582392,1.0409061234982864,1.0218319275179517,1.0109323869577602,0.970059109857042,0.967111785113726
266,13.325,1.0037349918806004,1.0259610134417407,1.007647190197401,1.1403515432554103,1.072863924268503,1.045742731591521,1.0646644939242988,1.1062923710564103,1.0187962013360727,0.9686802156908348,0.9755454192038808,0.9782915006091,1.0586143817117415,1.0304046363672237,1.0358135845896246,1.1656283419272269,0.9519748871424228,1.111538859703226,0.9709062059208228,0.8762496120288205,1.0114733175888242,1.0445617304391184
267,13.375,1.0037932568038943,0.9921909664099176,1.0110081605864445,1.082386033124226,1.0667355699500765,1.0247923286433531,1.0369996899191902,1.060475384680416,1.0500329140979094,0.9764420284894904,0.9996095295143624,0.981211808112258,0.968265263421888,0.9878192950355736,0.9824507119103804,1.0388208347249106,1.0388208347249095,1.0656637503508768,1.0227150853493303,0.8992376734698834,0.9636606709722032,1.0204964362006526
268,13.425,1.0042154307854148,0.9846870596150074,0.9804941985869692,1.0625326719558916,1.0432703837508437,1.0345712858517897,1.060979261616775,1.064086082295009,1.047636661734792,1.0259940709178046,0.9867668750620148,1.0043514801008175,0.949568672095318,1.001789620392367,1.02843296136025,0.9858036158116384,1.0071182885859438,0.9751462794244852,0.9751462794244848,0.9698176112309088,0.9325169338758734,0.9949656626546748
269,13.475,1.0039182855202862,0.9836988769024156,0.9857167207524716,1.0811828384500086,1.068847609260619,1.0481861003683903,1.0407849628547574,1.05527885715229,1.0345058567654677,1.0217507553517466,0.974758276459091,1.038533783527695,0.9995971581594948,1.0023027857320994,1.015525777628302,0.9520554165265336,1.0261041711452632,1.0208149743867825,1.07370694197159,0.9917243922151386,0.9520554165265332,0.9510839314076294
270,13.525,1.0042605679082433,0.9964686604792944,0.9816968888792243,1.0667754634413569,1.011676587280827,1.0404504448313256,1.0318795085396877,1.0309611939370122,1.0115447267224942,1.046862164480263,1.0095456264720544,1.0128774602227877,1.0062137927213215,0.9660298583943014,1.1340350511585275,0.9712800206681838,1.0474073736394731,1.0369070490917092,0.9634047772573604,0.9292787224771274,0.9502793715726552,1.0236209241537222
271,13.575,1.004046424272587,0.9965975602645312,0.9890174541328428,1.0346232331489755,1.0552853124012889,1.0413080234953118,1.0434350022418744,1.0072763635503243,1.0041069314840183,0.984262920980382,1.0173362718197767,0.9842629209803814,1.0199821398869278,1.029282767032067,0.9615325089489436,0.9589267297919,0.9537151714778136,1.063157896073629,0.9875903005193752,0.9719556255771165,0.979772963048246,0.9353683590455706
272,13.625,1.004436135991379,0.9799216323462312,1.014584016370563,1.0336794275311327,1.0563015334735997,1.0216143043618169,1.052983624602038,1.031869659055736,1.045340833117475,1.0138230190536313,0.9790220993581376,1.009226671169321,1.0092266711693212,0.9415548999375464,0.9260347642242904,1.0088088213616562,1.037262403502626,1.0269156463604554,1.0450224713592546,0.9519016570797172,1.0527825392158827,1.0060373685557182
273,13.675,1.004023432972894,0.9869735334461456,0.9891776927019804,1.059969541781319,1.0779351272352402,1.0069710646922534,1.0521844547512866,1.029428046509654,1.0800794810887782,1.0090301971788949,1.0116375103498996,0.9431955396110212,0.9972972879093724,0.9937418608580024,0.9911740524320126,0.9860384355800332,1.0656404967857132,0.9988774777099816,0.9218432249302914,0.9244110333562814,0.9475213091901878,0.998694062822411
274,13.725,1.003822053220161,0.9804033894985116,0.9762702567963476,1.0677176434203666,1.033534032898835,1.0561249407217594,1.0412625013645729,1.0302642962402535,1.0094568811401907,1.0165748463277176,0.9796908449014414,0.9622194758047842,1.0185161095606796,0.8896476048432496,0.9278846079167418,1.0349482165225197,0.9839655457578635,1.0323990829842864,0.961023343913768,1.0273008159078214,0.9049424060726468,1.011173644543491
275,13.775,1.0034653499886417,0.9850051868960588,0.9696785930788816,1.0528983173496562,1.0298809213986275,1.039323955634947,1.0425699986536818,1.0219133612617315,1.0098507930088938,0.9892940338636746,1.0361891406637056,1.0477523176828916,0.9982876159897084,0.9945500234178508,0.9616514221343074,0.999611346692241,1.0274486247013928,0.9540594372227214,0.9793660535946768,1.0401019328873702,1.022387301427001,1.0064028161879812
276,13.825,1.003540615346172,0.9762159201545124,0.9837639813928204,1.0470539816632152,1.0482258383858374,1.0376791278822348,1.0329917009917449,1.017757563597652,1.072075376261826,1.0134014115883652,0.9470743210879304,0.9681204171121066,1.0280699027567302,0.947170951464535,1.065253271673641,1.0150054758399791,1.0426417635484926,1.0828400002154224,0.9220470535477036,1.045154153340176,0.909485104589288,0.9636040316325836
277,13.875,1.0033014974053691,0.984299280741599,0.9969078274193768,1.0837314449499402,1.0665709094555635,1.0470835216907628,1.033994977669629,0.9953110586738312,1.048533329643873,1.027638643727057,1.044734295840816,1.0156083700173757,0.973185825883232,0.8605387175107541,0.9727828980556352,0.9603113224395372,1.0426237215057832,1.0426237215057832,0.9129193350983652,1.012691940027148,0.9328738560841218,0.9507922014590888
278,13.925,1.0032195862582474,0.9780700733986596,0.9788967445546356,1.0358235487367329,1.047663182274008,1.031780747041078,1.0519947555193525,0.9982832472770798,1.0378738267395295,1.0146143890718355,0.9907263179536628,1.0139857556213574,1.0271870580813998,0.9732388783312692,1.0227675744295537,1.0376261832590383,0.9559038346968702,1.037626183259038,0.9063751385985868,1.0202911396246388,0.9608567043066988,0.9506477281721546
279,13.975,1.0029526872713426,0.9858576833678953,0.949626709990078,1.0476343372785597,1.0195368646312422,1.0462007927557369,1.0562356044154937,1.0077817995440987,1.0566744895847884,0.973663439900928,1.0011257420519792,1.0048706014362134,0.9643012914403416,0.9761221859612832,0.9367822489955888,1.0105446308062656,1.0793895204962305,0.9687459477802156,0.9416997411163012,1.052343313832316,1.0203796150476894,0.9537927574539696
280,14.025,1.0030663836729212,0.9768618296887186,0.9762797406470732,1.0370465456320368,1.029075833779801,1.0450172574842735,1.0339151945472298,1.004879029942655,1.077659950226385,0.9809866021899756,1.0181686591270565,1.005774640148029,0.9698319851088508,1.0228821421024137,1.0814720500032675,0.913026064788312,1.071707065353125,0.971615972689166,0.9349972802511316,0.9496447572263452,1.0033521728021286,0.9839965782277392
281,14.075,1.003368342911314,0.9879661367084837,0.9634606001480304,1.0449547022382562,1.0164071163778108,1.0005787519403366,1.0169724151077202,0.9547895548176436,1.025099671463116,0.9371109241526564,0.9740292796675346,1.000487434453197,0.9974109048269576,0.9938122974459624,0.945333648790062,0.9986601623115524,1.0180516217739124,1.0132037569083223,0.9089746622981364,0.9671490406852168,0.9598772433868314,0.9133525810798172
282,14.125,1.0027634444066869,0.969736098402844,0.970539525162084,1.0586187830443328,1.0283083831056297,1.0364472867928742,1.0168016572029746,0.990139731330967,0.9952497538847358,0.9720333692023418,0.9689785817441317,1.0673427378984857,1.0105236911757842,1.0132637429564817,0.9121780488848136,0.919398455604219,1.037331765354498,0.9218052578440208,0.8664488063285827,0.95068688472164,0.8832964220071942,0.9198650805282615
283,14.175,1.0020679989240864,0.981027748814645,0.977494772488756,1.0291483925092924,0.998215418892035,1.0205094539315005,1.054229181928691,0.9564141031930392,1.0355600712403543,1.033133451272598,1.015540456506358,1.0094739065869656,0.9724679520786688,1.0371962013701304,1.0156875243831915,0.94638178742528,1.053925172359971,1.0037382593904485,0.9248731104383414,1.0037382593904485,0.9081441394485004,0.9512102659325514
284,14.225,1.001683050575452,0.9675796735413544,0.9781042243763652,1.015008332545774,1.0432337550974828,1.04876815167625,1.0191591299798497,0.9665823624815674,1.0361241841078357,1.0108234772865978,1.01624505731972,0.9975707260945208,1.046364946392623,0.8566826631462442,0.9682175251071116,1.0963639622536412,1.0014406754784344,0.9444867034133106,0.9231289638888884,0.9587251964295912,0.9634713607683516,0.9717045029886504
285,14.275,1.0016333200945655,0.973736631089721,0.96587032247157,0.9914233172159748,0.9993920744774109,1.0208252836633442,1.0216496378628028,0.975211017959948,1.027084034393083,0.9882019946519356,0.9768364753429848,0.9768364753429848,1.0217003673520009,0.8789697468756381,1.0533498038965423,1.0015070842416791,0.9449513900727377,0.8978216449319527,0.9166735429882664,1.0557062911535822,0.9873681606994448,0.986334191800947
286,14.325,1.0013094410658283,0.9656119247188848,0.9634916627785566,1.010164239267512,1.0123471981854315,1.0087998899438118,1.0107099789969918,0.9454940813241296,1.0169565999005787,0.9842856810953609,0.9967600319118988,1.0169565999005787,1.01576856648948,0.8190230334090249,0.9804875742810902,0.9758074426616096,0.9945279691395305,0.936026323896029,0.9009253367499276,1.050689548573292,0.9547468503739496,0.9526694450122424
287,14.375,1.0016393627701967,0.9590171311823132,0.9631173893119348,1.0096526367444725,1.0213045592833914,1.0082977620306444,1.0183238349129704,0.948683274622222,1.0629846743260076,1.039389010079037,1.010484321376499,1.0228720451061577,0.9573940768208162,0.9620595831605582,1.0294502302901625,0.9457928752327222,1.0643074615640955,0.9806501065066552,1.0643074615640955,1.057336015309309,0.9969168144344908,0.9734415362295976
288,14.425,1.0013309789474008,0.972299571237478,0.9654764163516014,1.0153131347323912,1.0295754183636698,1.0354956115691074,0.9945924585133624,0.9644532931038672,1.057971645773523,1.0450838405647649,1.0163791835088942,1.0380541286327152,0.9865029077976816,0.9161702848815656,1.008479633484242,1.001556432339041,1.0292492369198445,0.9392476220322346,0.8977084151610296,1.050018840355447,0.9900177637637068,1.009445113916055
289,14.475,1.0013721782513356,0.972151598621617,0.9742281450380096,0.9671554518875884,1.0000264440351911,1.0184662688984805,1.0291560224424163,0.9944143234246252,1.0948897838502791,0.9721364658946956,1.032058701673961,0.993080159953468,0.974463543012337,0.916727349373886,1.0381937231659262,0.9511046249754066,0.9763146270831884,0.951104624975407,0.941937351481668,0.957980080095711,1.040485541539361,0.960038039451448
290,14.525,1.0009035659579262,0.9668812007681644,0.9575466943395544,0.9663473182408976,1.0438461968254464,1.0239406629424288,1.006158386006933,0.9859874450054747,1.0417208982847057,1.0255433136191638,0.9683439964088558,1.0417208982847053,0.9798994140271003,0.9377396479290204,1.0515430032602129,1.0310583993005982,1.00829772823436,0.9195311110760304,0.8762858360501771,1.0128498624476072,1.0788558085396989,0.9273812200764262
291,14.575,1.0005573973561297,0.9745957997066372,0.9647862412757888,0.9868782216226364,1.019299701659918,1.0182453445855348,1.0237807192260464,0.9784433650275705,1.0477835635463304,1.0053213599853077,0.980647376834983,1.053521699162686,1.030569156697267,0.922274888155886,0.9787868298321044,0.9448796648263732,0.9584425308286656,0.9154934551547398,0.9335772764911296,1.017214950171933,1.0737268918481513,0.979640275481909
292,14.625,1.0010895885818891,0.9694421559921832,0.9590571875624496,0.9874719986351717,0.9997761301133948,1.009200571245649,0.9937549593900088,0.9338050421876084,1.0691263232143775,1.004727989246774,1.0132764406584027,1.0400615884148396,1.0013086086821223,0.9182245688006148,1.048437343838354,1.0035363869287883,0.933939903718962,0.9541453343282668,0.8239325592905267,1.0304769610745286,1.0012913390833107,0.9056706277871246
293,14.675,1.0002225434790368,0.9790099868532216,0.9514696820204877,0.9919349216519342,0.9747743175027792,1.0408166425616496,1.0124756448001655,0.9607338231989244,1.013175669444945,1.0007232310495322,1.047136865068798,1.0058174103931097,0.9922329321435692,0.9186674937442222,0.8874506371606806,0.9944798597328228,1.0123180634948468,0.9788714314410524,0.93204614656574,1.0948197558942063,1.0435349200783883,0.8980079414280014
294,14.725,1.000090492648167,0.969204286834072,0.9709996963225958,0.9795285444728162,1.026012894065515,1.0156830386004712,1.047963836928734,0.9384673689992652,1.006868890773855,0.9821328599564068,0.9922521452908174,1.0197990887011574,1.0096798033667471,0.9877376493082948,0.9257272139257112,0.9478737979909194,0.943444481177878,1.0054549165604612,0.8969366546409402,1.0696800103495665,1.0342454758452324,0.9754440352965876
295,14.775,0.999755223405134,0.9631801278630135,0.9852088609115034,0.9859917093752152,0.9903522346247936,1.029853463356267,0.9962517687859878,0.9293048811306988,1.0056495885885852,1.010116660608967,0.9833142284866734,1.0084415086013248,0.998390596555464,0.8622802657526007,0.9700652989716758,1.0954478886346817,1.031656746525433,0.9898625499710976,0.9018747677514448,0.959066826194219,1.0448549138583811,0.8933004481575909
